Time1,AbsTime1,MaxPressure1,Force1,ContactArea1,Time2,AbsTime2,MaxPressure2,Force2,ContactArea2,Time3,AbsTime3,MaxPressure3,Force3,ContactArea3,Time4,AbsTime4,MaxPressure4,Force4,ContactArea4,Time5,AbsTime5,MaxPressure5,Force5,ContactArea5,Time6,AbsTime6,MaxPressure6,Force6,ContactArea6,Time7,AbsTime7,MaxPressure7,Force7,ContactArea7,Time8,AbsTime8,MaxPressure8,Force8,ContactArea8,Time9,AbsTime9,MaxPressure9,Force9,ContactArea9
,,,,,,,,,,,,,,,,,,,,,,,,,34.318,794.402,0.104,0.27,6.8,40.318,806.978,0.16,1.25,23.4,46.318,832.949,0.09,0.28,7.6,52.318,857.688,1.82,36.77,81.3
,,,,,,,,,,,,,,,,,,,,,,,,,34.352,794.436,0.107,0.27,6.8,40.352,807.012,0.158,1.24,23.4,46.352,832.983,0.088,0.27,6.8,52.352,857.722,1.823,36.76,82.1
,,,,,,,,,,,,,,,,,,,,,,,,,34.386,794.471,0.109,0.26,6.5,40.386,807.046,0.155,1.23,23,46.386,833.017,0.086,0.26,6.5,52.386,857.756,1.808,36.58,81.7
,,,,,,,,,,,,,,,,,,,,,,,,,34.42,794.505,0.109,0.25,6.5,40.42,807.08,0.154,1.19,23,46.42,833.052,0.088,0.25,6.5,52.42,857.791,1.797,36.18,81.7
,,,,,,,,,,,,,,,,,,,,,,,,,34.454,794.539,0.107,0.25,6.1,40.454,807.114,0.154,1.11,22,46.454,833.086,0.088,0.25,6.1,52.454,857.825,1.765,35.76,81.3
,,,,,,,,,,,,,,,,,,,,,,,,,34.488,794.573,0.107,0.24,6.1,40.488,807.149,0.141,0.94,20.2,46.488,833.12,0.086,0.24,6.1,52.488,857.859,1.743,35.38,81.3
,,,,,,,,,,,,,,,,,,,,,,,,,34.522,794.607,0.106,0.23,6.1,40.522,807.183,0.133,0.72,16.9,46.522,833.154,0.086,0.24,6.1,52.522,857.893,1.718,34.91,81.3
,,,,,,,,,,,,,,,,,,,,,,,,,34.556,794.641,0.107,0.23,6.1,40.556,807.217,0.111,0.5,13,46.556,833.188,0.086,0.24,6.5,52.556,857.927,1.701,34.17,81
,,,,,,,,,,,,,,,,,,,,,,,,,34.59,794.676,0.109,0.23,6.1,40.59,807.251,0.096,0.35,10.4,46.59,833.222,0.088,0.24,6.1,52.59,857.961,1.632,32.86,81
,,,,,,,,,,,,,,,,,,,,,,,,,34.624,794.71,0.107,0.22,5.8,40.624,807.285,0.089,0.27,8.3,46.624,833.257,0.089,0.24,6.1,52.624,857.996,1.587,30.56,80.3
,,,,,,,,,,,,,,,,,,,,,,,,,34.658,794.744,0.107,0.22,5.8,40.658,807.319,0.087,0.24,6.8,,,,,,52.658,858.03,1.513,27.07,79.9
,,,,,,,,,,,,,,,,,,,,,,,,,34.692,794.778,0.109,0.22,5.8,40.692,807.354,0.09,0.22,6.5,,,,,,52.692,858.064,1.27,22.53,76.7
,,,,,,,,,,,,,,,,,,,,,,,,,34.726,794.812,0.111,0.22,5.8,40.726,807.388,0.094,0.21,6.1,,,,,,52.726,858.098,1.126,17.69,72.3
,,,,,,,,,,,,,,,,,,,,,,,,,34.76,794.846,0.111,0.22,5.8,40.76,807.422,0.09,0.2,5.8,,,,,,52.76,858.132,0.85,13.1,67.7
,,,,,,,,,,,,,,,,,,,,,,,,,34.794,794.881,0.111,0.21,5.8,40.794,807.456,0.089,0.19,5.8,,,,,,52.794,858.166,0.664,9.22,61.2
,,,,,,,,,,,,,,,,,,,,,,,,,34.828,794.915,0.111,0.21,5.8,40.828,807.49,0.092,0.19,5.8,,,,,,52.828,858.201,0.497,6.22,53.3
,,,,,,,,,,,,,,,,,,,,,,,,,34.862,794.949,0.111,0.21,5.8,40.862,807.525,0.095,0.19,5.4,,,,,,52.862,858.235,0.387,4.12,44.6
,,,,,,,,,,,,,,,,,,,,,,,,,34.896,794.983,0.109,0.21,5.4,40.896,807.559,0.095,0.19,5,,,,,,52.896,858.269,0.304,2.79,35.6
,,,,,,,,,,,,,,,,,,,,,,,,,34.93,795.017,0.107,0.2,5.4,40.93,807.593,0.097,0.19,5.4,,,,,,52.93,858.303,0.259,1.97,30.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.964,807.627,0.099,0.19,5.4,,,,,,52.964,858.337,0.229,1.44,25.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.998,807.661,0.099,0.19,5.4,,,,,,52.998,858.371,0.206,1.11,23.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.032,807.695,0.099,0.19,5,,,,,,53.032,858.406,0.19,0.89,21.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.066,807.73,0.099,0.19,5,,,,,,53.066,858.44,0.178,0.75,18.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,858.474,0.169,0.66,16.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.134,858.508,0.161,0.6,15.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.168,858.542,0.156,0.56,14.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.202,858.577,0.151,0.53,13.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.236,858.611,0.147,0.51,13.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.27,858.645,0.143,0.49,12.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.304,858.679,0.141,0.48,12.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.338,858.713,0.137,0.46,11.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.372,858.747,0.136,0.45,11.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.406,858.782,0.135,0.45,11.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44,858.816,0.134,0.44,11.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.474,858.85,0.132,0.43,10.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.508,858.884,0.131,0.42,10.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.542,858.918,0.13,0.42,10.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.576,858.952,0.13,0.41,10.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.61,858.987,0.128,0.41,9.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.644,859.021,0.126,0.4,9.4
