Time ,AvePressure [N/sq cm],MaxPressure [N/sq cm],MinPressure [N/sq cm],Force [N],Contact Area [sq cm],Centroid X [cm],Centroid Y [cm],Centroid Z [cm]
580.183,-0.074,0.089,-0.287,0.07,2.2,1.4,1.5,0
580.217,-0.074,0.089,-0.287,0.07,2.2,1.4,1.5,0
580.251,-0.074,0.089,-0.287,0.07,2.2,1.4,1.5,0
580.285,-0.074,0.089,-0.287,0.07,2.2,1.3,1.4,0
580.319,-0.074,0.087,-0.287,0.07,2.2,1.4,1.5,0
580.353,-0.074,0.087,-0.287,0.07,2.2,1.4,1.5,0
580.388,-0.074,0.085,-0.288,0.07,2.2,1.4,1.5,0
580.422,-0.074,0.085,-0.288,0.07,2.2,1.4,1.5,0
580.456,-0.074,0.085,-0.289,0.07,2.2,1.4,1.5,0
580.49,-0.074,0.087,-0.287,0.07,2.2,1.4,1.5,0
580.524,-0.074,0.085,-0.287,0.07,2.2,1.4,1.5,0
580.558,-0.074,0.085,-0.287,0.07,2.2,1.4,1.5,0
580.593,-0.074,0.085,-0.287,0.07,2.2,1.4,1.4,0
580.627,-0.074,0.087,-0.287,0.07,2.2,1.4,1.4,0
580.661,-0.074,0.085,-0.287,0.07,2.5,1.5,1.6,0
580.695,-0.073,0.083,-0.287,0.09,2.9,2.1,3,0
580.729,-0.073,0.085,-0.287,0.11,2.9,2.5,4.1,0
580.763,-0.073,0.106,-0.287,0.14,2.5,2.8,4.7,0
580.798,-0.073,0.133,-0.287,0.16,2.9,2.9,5.2,0
580.832,-0.073,0.153,-0.287,0.17,2.9,3,5.4,0
580.866,-0.073,0.165,-0.287,0.18,3.2,3.1,5.6,0
580.9,-0.073,0.173,-0.289,0.19,3.2,3.1,5.7,0
580.934,-0.073,0.179,-0.29,0.2,3.2,3.2,5.7,0
580.968,-0.072,0.185,-0.29,0.2,3.2,3.2,5.7,0
581.003,-0.072,0.189,-0.29,0.21,2.9,3.2,5.8,0
581.037,-0.072,0.207,-0.289,0.22,3.2,3.3,5.9,0
581.071,-0.072,0.219,-0.288,0.24,3.2,3.3,6.1,0
581.105,-0.072,0.24,-0.288,0.25,3.2,3.4,6.2,0
581.139,-0.072,0.254,-0.288,0.27,3.2,3.4,6.3,0
581.173,-0.072,0.27,-0.289,0.29,3.2,3.5,6.4,0
581.208,-0.072,0.281,-0.29,0.3,3.2,3.5,6.4,0
581.242,-0.072,0.292,-0.29,0.31,3.2,3.5,6.5,0
581.276,-0.071,0.299,-0.29,0.31,3.2,3.5,6.5,0
581.31,-0.071,0.313,-0.289,0.32,3.2,3.6,6.5,0
581.344,-0.071,0.322,-0.288,0.33,3.2,3.6,6.6,0
581.378,-0.071,0.339,-0.289,0.35,3.2,3.6,6.6,0
581.413,-0.071,0.35,-0.289,0.36,3.2,3.6,6.7,0
581.447,-0.071,0.359,-0.288,0.37,3.2,3.6,6.7,0
581.481,-0.071,0.365,-0.288,0.37,3.2,3.7,6.7,0
581.515,-0.071,0.371,-0.287,0.38,3.2,3.7,6.7,0
581.549,-0.071,0.377,-0.287,0.39,3.2,3.7,6.7,0
581.583,-0.071,0.382,-0.287,0.39,3.2,3.7,6.7,0
581.618,-0.071,0.386,-0.287,0.4,3.2,3.7,6.8,0
581.652,-0.071,0.398,-0.289,0.41,3.2,3.7,6.8,0
581.686,-0.071,0.406,-0.29,0.41,3.2,3.7,6.8,0
581.72,-0.071,0.421,-0.288,0.42,3.2,3.7,6.8,0
581.754,-0.071,0.431,-0.287,0.43,3.2,3.7,6.8,0
581.788,-0.071,0.437,-0.287,0.43,3.2,3.7,6.8,0
581.823,-0.07,0.441,-0.287,0.44,3.2,3.7,6.8,0
581.857,-0.07,0.447,-0.287,0.44,3.2,3.7,6.8,0
581.891,-0.07,0.451,-0.287,0.44,3.2,3.7,6.9,0
581.925,-0.07,0.451,-0.287,0.44,3.2,3.7,6.9,0
581.959,-0.07,0.451,-0.287,0.44,3.2,3.7,6.9,0
581.994,-0.07,0.449,-0.287,0.44,3.2,3.7,6.9,0
582.028,-0.07,0.447,-0.287,0.43,3.2,3.7,6.8,0
582.062,-0.07,0.443,-0.288,0.43,3.2,3.7,6.8,0
582.096,-0.07,0.44,-0.289,0.42,3.2,3.7,6.8,0
582.13,-0.07,0.439,-0.288,0.42,3.2,3.7,6.8,0
582.164,-0.07,0.438,-0.288,0.42,3.2,3.7,6.8,0
582.199,-0.07,0.435,-0.288,0.42,3.2,3.7,6.8,0
582.233,-0.07,0.433,-0.289,0.42,3.2,3.7,6.8,0
582.267,-0.071,0.429,-0.287,0.41,3.2,3.7,6.8,0
582.301,-0.071,0.427,-0.287,0.41,3.2,3.7,6.8,0
582.335,-0.071,0.424,-0.287,0.41,3.2,3.7,6.8,0
582.369,-0.071,0.421,-0.287,0.41,3.2,3.7,6.8,0
582.404,-0.071,0.421,-0.288,0.41,3.2,3.7,6.8,0
582.438,-0.071,0.42,-0.29,0.41,3.2,3.7,6.7,0
582.472,-0.071,0.415,-0.29,0.4,3.2,3.6,6.7,0
582.506,-0.071,0.412,-0.29,0.4,3.2,3.6,6.7,0
582.54,-0.071,0.412,-0.29,0.4,3.2,3.6,6.7,0
582.574,-0.071,0.412,-0.29,0.4,3.2,3.6,6.7,0
582.609,-0.071,0.409,-0.289,0.39,3.2,3.6,6.7,0
582.643,-0.071,0.406,-0.289,0.39,3.2,3.6,6.7,0
582.677,-0.071,0.406,-0.289,0.39,3.2,3.6,6.7,0
582.711,-0.071,0.406,-0.289,0.39,3.2,3.6,6.7,0
582.745,-0.071,0.406,-0.289,0.39,3.2,3.6,6.7,0
582.779,-0.071,0.406,-0.29,0.39,3.2,3.6,6.7,0
582.814,-0.071,0.412,-0.289,0.4,3.2,3.6,6.7,0
582.848,-0.071,0.418,-0.288,0.4,3.2,3.6,6.7,0
582.882,-0.071,0.307,-0.287,0.34,3.2,3.6,6.5,0
582.916,-0.072,0.234,-0.287,0.23,2.9,3.3,5.9,0
582.95,-0.072,0.129,-0.287,0.15,2.9,2.9,4.9,0
582.984,-0.073,0.085,-0.287,0.11,2.9,2.3,3.6,0
583.019,-0.073,0.083,-0.287,0.07,2.9,1.6,1.8,0
583.053,-0.073,0.083,-0.287,0.07,2.2,1.4,1.3,0
583.087,-0.074,0.083,-0.287,0.07,2.2,1.4,1.2,0
583.121,-0.074,0.083,-0.287,0.07,2.2,1.4,1.3,0
583.155,-0.074,0.083,-0.288,0.07,2.2,1.4,1.3,0
583.189,-0.074,0.083,-0.289,0.07,2.2,1.4,1.4,0
583.224,-0.074,0.083,-0.289,0.07,2.2,1.4,1.4,0
583.258,-0.074,0.085,-0.289,0.07,2.2,1.4,1.4,0
583.292,-0.074,0.087,-0.29,0.07,2.2,1.4,1.4,0
583.326,-0.074,0.087,-0.29,0.07,2.2,1.4,1.4,0
583.36,-0.074,0.089,-0.29,0.07,2.2,1.3,1.4,0
583.394,-0.074,0.087,-0.29,0.07,2.2,1.4,1.4,0
583.429,-0.074,0.087,-0.29,0.07,2.2,1.4,1.4,0
583.463,-0.074,0.085,-0.29,0.07,2.2,1.4,1.4,0
583.497,-0.074,0.083,-0.29,0.07,2.2,1.3,1.4,0
583.531,-0.074,0.083,-0.289,0.07,2.2,1.4,1.4,0
583.565,-0.074,0.082,-0.29,0.07,2.2,1.4,1.4,0
583.6,-0.074,0.082,-0.29,0.07,2.2,1.4,1.4,0
583.634,-0.074,0.082,-0.289,0.07,2.2,1.4,1.4,0
583.668,-0.074,0.082,-0.288,0.07,2.2,1.4,1.4,0
583.702,-0.074,0.082,-0.287,0.07,2.2,1.4,1.4,0
583.736,-0.074,0.085,-0.287,0.07,2.2,1.4,1.4,0
583.77,-0.074,0.087,-0.288,0.07,2.2,1.4,1.4,0
583.805,-0.074,0.087,-0.289,0.07,2.2,1.4,1.4,0
583.839,-0.074,0.087,-0.288,0.07,2.2,1.4,1.4,0
583.873,-0.074,0.087,-0.287,0.07,2.2,1.3,1.4,0
583.907,-0.074,0.087,-0.287,0.07,2.2,1.3,1.4,0
583.941,-0.074,0.089,-0.287,0.07,2.2,1.4,1.4,0
583.975,-0.074,0.09,-0.287,0.07,2.2,1.4,1.4,0
584.01,-0.074,0.09,-0.287,0.07,2.2,1.4,1.4,0
584.044,-0.074,0.09,-0.287,0.08,2.2,1.4,1.4,0
584.078,-0.074,0.092,-0.288,0.08,2.2,1.3,1.4,0
584.112,-0.074,0.092,-0.288,0.08,2.2,1.3,1.4,0
584.146,-0.074,0.092,-0.289,0.08,2.2,1.4,1.4,0
584.18,-0.074,0.09,-0.288,0.08,2.2,1.4,1.3,0
584.215,-0.074,0.09,-0.287,0.08,2.2,1.4,1.3,0
584.249,-0.074,0.089,-0.288,0.07,2.2,1.4,1.4,0
584.283,-0.074,0.09,-0.289,0.07,2.2,1.4,1.3,0
584.317,-0.074,0.09,-0.288,0.07,2.2,1.4,1.3,0
584.351,-0.074,0.09,-0.288,0.07,2.2,1.4,1.4,0
584.385,-0.074,0.092,-0.289,0.07,2.2,1.4,1.4,0
584.42,-0.074,0.094,-0.29,0.07,2.2,1.4,1.4,0
584.454,-0.074,0.095,-0.289,0.08,2.2,1.4,1.3,0
584.488,-0.074,0.094,-0.289,0.07,2.2,1.3,1.4,0
584.522,-0.074,0.094,-0.289,0.08,2.2,1.3,1.4,0
584.556,-0.074,0.089,-0.289,0.08,2.2,1.4,1.4,0
584.59,-0.074,0.087,-0.287,0.07,2.2,1.4,1.4,0
584.625,-0.074,0.085,-0.287,0.07,2.2,1.4,1.5,0
584.659,-0.074,0.083,-0.287,0.07,2.2,1.4,1.5,0
584.693,-0.074,0.083,-0.288,0.07,2.2,1.4,1.4,0
584.727,-0.074,0.085,-0.29,0.07,2.2,1.4,1.4,0
584.761,-0.074,0.087,-0.29,0.07,2.2,1.4,1.4,0
584.795,-0.074,0.089,-0.289,0.07,2.2,1.4,1.4,0
584.83,-0.074,0.089,-0.288,0.07,2.2,1.4,1.4,0
584.864,-0.074,0.089,-0.288,0.07,2.2,1.4,1.4,0
584.898,-0.074,0.087,-0.288,0.07,2.2,1.4,1.5,0
584.932,-0.074,0.085,-0.288,0.07,2.2,1.4,1.5,0
584.966,-0.074,0.085,-0.288,0.07,2.2,1.4,1.4,0
585,-0.074,0.085,-0.288,0.07,2.2,1.3,1.4,0
585.035,-0.074,0.085,-0.288,0.07,2.2,1.4,1.4,0
585.069,-0.074,0.083,-0.287,0.07,2.2,1.4,1.5,0
585.103,-0.074,0.087,-0.287,0.07,2.2,1.4,1.4,0
585.137,-0.074,0.089,-0.287,0.07,2.2,1.4,1.4,0
585.171,-0.074,0.089,-0.288,0.08,2.5,1.6,1.9,0
585.206,-0.073,0.104,-0.29,0.11,2.5,2.3,3.4,0
585.24,-0.073,0.192,-0.29,0.18,3.2,3,5.3,0
585.274,-0.072,0.25,-0.29,0.28,3.2,3.4,6.1,0
585.308,-0.072,0.334,-0.289,0.38,3.2,3.6,6.5,0
585.342,-0.071,0.391,-0.289,0.48,3.2,3.7,6.8,0
585.376,-0.07,0.457,-0.29,0.56,3.2,3.8,6.9,0
585.411,-0.07,0.502,-0.289,0.64,3.2,3.8,7,0
585.445,-0.069,0.554,-0.288,0.71,3.6,3.9,7.1,0
585.479,-0.069,0.622,-0.289,0.78,3.6,3.9,7.2,0
585.513,-0.068,0.666,-0.289,0.85,3.6,3.9,7.2,0
585.547,-0.068,0.723,-0.29,0.91,3.6,3.9,7.2,0
585.581,-0.068,0.76,-0.29,0.97,3.6,3.9,7.3,0
585.616,-0.067,0.798,-0.29,1.02,3.6,4,7.3,0
585.65,-0.067,0.823,-0.29,1.07,3.6,4,7.3,0
585.684,-0.067,0.843,-0.29,1.11,3.6,4,7.3,0
585.718,-0.066,0.857,-0.29,1.13,3.6,4,7.4,0
585.752,-0.066,0.875,-0.29,1.16,3.6,4,7.4,0
585.786,-0.066,0.888,-0.29,1.18,3.6,4,7.4,0
585.821,-0.066,0.897,-0.289,1.2,3.6,4,7.4,0
585.855,-0.066,0.903,-0.288,1.22,4.7,4,7.4,0
585.889,-0.065,0.908,-0.289,1.23,4.7,4,7.4,0
585.923,-0.065,0.911,-0.29,1.24,4.7,4,7.4,0
585.957,-0.065,0.924,-0.29,1.26,4.3,4,7.4,0
585.991,-0.065,0.932,-0.29,1.27,4.3,4,7.4,0
586.026,-0.065,0.942,-0.29,1.28,4.3,4,7.4,0
586.06,-0.065,0.949,-0.29,1.29,5,4,7.4,0
586.094,-0.065,0.956,-0.29,1.3,4.7,4,7.4,0
586.128,-0.065,0.961,-0.29,1.3,4.7,4,7.4,0
586.162,-0.065,0.963,-0.291,1.31,4.3,4,7.4,0
586.196,-0.065,0.964,-0.292,1.31,4.3,4,7.4,0
586.231,-0.065,0.968,-0.291,1.31,4.3,4,7.4,0
586.265,-0.065,0.97,-0.29,1.31,4.7,4,7.4,0
586.299,-0.065,0.968,-0.29,1.31,5,4,7.4,0
586.333,-0.065,0.968,-0.289,1.31,4.7,4,7.4,0
586.367,-0.065,0.971,-0.288,1.3,4.7,4,7.4,0
586.401,-0.065,0.973,-0.288,1.3,4.7,4,7.4,0
586.436,-0.065,0.974,-0.29,1.3,4.7,4,7.4,0
586.47,-0.065,0.975,-0.291,1.3,4.3,4,7.4,0
586.504,-0.065,0.974,-0.29,1.29,4.7,4,7.4,0
586.538,-0.065,0.973,-0.29,1.29,4.7,4,7.4,0
586.572,-0.065,0.972,-0.29,1.28,4.3,4,7.4,0
586.606,-0.065,0.971,-0.29,1.27,4.3,4,7.4,0
586.641,-0.065,0.975,-0.29,1.26,4.3,4,7.4,0
586.675,-0.065,0.978,-0.289,1.26,4,4,7.4,0
586.709,-0.065,0.977,-0.29,1.25,4,4,7.4,0
586.743,-0.065,0.977,-0.29,1.25,4,4,7.4,0
586.777,-0.065,0.977,-0.29,1.25,4,4,7.4,0
586.811,-0.065,0.977,-0.29,1.25,4,4,7.4,0
586.846,-0.065,0.976,-0.288,1.25,4,4,7.4,0
586.88,-0.065,0.975,-0.287,1.24,4.3,4,7.4,0
586.914,-0.065,0.972,-0.29,1.24,4.3,4,7.4,0
586.948,-0.065,0.97,-0.291,1.23,4.3,4,7.4,0
586.982,-0.065,0.96,-0.29,1.23,4.7,4,7.4,0
587.017,-0.065,0.954,-0.289,1.21,4.7,4,7.4,0
587.051,-0.065,0.929,-0.288,1.19,4.3,4,7.4,0
587.085,-0.066,0.913,-0.287,1.12,4.3,3.9,7.4,0
587.119,-0.067,0.732,-0.287,0.97,3.6,3.9,7.3,0
587.153,-0.069,0.605,-0.287,0.72,3.6,3.9,7.2,0
587.187,-0.07,0.39,-0.287,0.48,3.6,3.8,6.9,0
587.222,-0.072,0.246,-0.287,0.31,3.2,3.6,6.5,0
587.256,-0.073,0.145,-0.289,0.19,3.2,3.3,5.8,0
587.29,-0.073,0.08,-0.29,0.12,2.9,2.7,4.4,0
587.324,-0.074,0.082,-0.29,0.08,2.5,2.1,2.9,0
587.358,-0.074,0.083,-0.29,0.06,2.5,1.4,1.2,0
587.392,-0.074,0.085,-0.291,0.06,1.8,1.4,1.2,0
587.427,-0.074,0.082,-0.291,0.06,1.8,1.4,1.2,0
587.461,-0.074,0.078,-0.291,0.06,2.2,1.4,1.3,0
587.495,-0.075,0.083,-0.291,0.07,2.2,1.4,1.3,0
587.529,-0.075,0.085,-0.29,0.07,2.2,1.4,1.3,0
587.563,-0.075,0.082,-0.288,0.07,2.2,1.4,1.3,0
587.597,-0.075,0.08,-0.29,0.06,2.2,1.4,1.3,0
587.632,-0.075,0.078,-0.29,0.06,2.2,1.4,1.3,0
587.666,-0.075,0.078,-0.289,0.07,2.2,1.4,1.3,0
587.7,-0.075,0.08,-0.288,0.07,2.2,1.4,1.3,0
587.734,-0.075,0.082,-0.289,0.07,2.2,1.4,1.3,0
587.768,-0.074,0.085,-0.289,0.07,2.2,1.4,1.3,0
587.802,-0.074,0.087,-0.288,0.07,2.2,1.4,1.3,0
587.837,-0.074,0.089,-0.287,0.07,2.2,1.4,1.3,0
587.871,-0.074,0.09,-0.288,0.07,2.2,1.4,1.3,0
587.905,-0.074,0.087,-0.289,0.07,2.2,1.4,1.3,0
587.939,-0.074,0.085,-0.289,0.07,2.2,1.4,1.3,0
587.973,-0.074,0.087,-0.289,0.07,2.2,1.4,1.2,0
588.007,-0.074,0.089,-0.29,0.07,2.2,1.4,1.2,0
588.043,-0.074,0.09,-0.29,0.07,2.2,1.4,1.2,0
588.077,-0.074,0.09,-0.29,0.07,2.2,1.4,1.2,0
588.111,-0.074,0.089,-0.29,0.07,2.2,1.4,1.2,0
588.145,-0.074,0.089,-0.289,0.07,2.2,1.4,1.2,0
588.179,-0.074,0.09,-0.288,0.07,2.2,1.4,1.3,0
588.213,-0.074,0.09,-0.288,0.07,2.2,1.4,1.2,0
588.248,-0.074,0.089,-0.288,0.07,2.2,1.4,1.3,0
588.282,-0.074,0.087,-0.288,0.07,2.2,1.4,1.3,0
588.316,-0.075,0.087,-0.288,0.07,2.2,1.4,1.3,0
588.35,-0.074,0.087,-0.29,0.07,2.2,1.4,1.3,0
588.384,-0.074,0.087,-0.29,0.07,2.2,1.4,1.1,0
588.418,-0.074,0.087,-0.29,0.11,2.9,2.3,3.5,0
588.453,-0.073,0.152,-0.29,0.18,3.2,3,5.3,0
588.487,-0.072,0.292,-0.29,0.27,3.6,3.4,6.2,0
588.521,-0.072,0.386,-0.29,0.38,3.6,3.6,6.7,0
588.555,-0.071,0.525,-0.29,0.5,3.2,3.7,6.9,0
588.589,-0.07,0.617,-0.29,0.63,3.6,3.8,7.1,0
588.624,-0.069,0.736,-0.29,0.76,3.6,3.9,7.2,0
588.658,-0.068,0.811,-0.29,0.88,3.6,3.9,7.3,0
588.692,-0.067,0.895,-0.29,0.98,4,3.9,7.3,0
588.726,-0.066,0.95,-0.289,1.07,4,3.9,7.4,0
588.76,-0.066,1.007,-0.289,1.15,4,4,7.4,0
588.794,-0.065,1.045,-0.288,1.21,4,4,7.4,0
588.829,-0.065,1.08,-0.29,1.26,3.6,4,7.4,0
588.863,-0.065,1.103,-0.29,1.31,4,4,7.4,0
588.897,-0.064,1.145,-0.29,1.36,4.7,4,7.5,0
588.931,-0.064,1.172,-0.29,1.42,4.3,4,7.5,0
588.965,-0.063,1.197,-0.29,1.46,4.3,4,7.5,0
588.999,-0.063,1.215,-0.29,1.49,4.3,4,7.5,0
589.034,-0.063,1.223,-0.29,1.51,4.7,4,7.5,0
589.068,-0.063,1.229,-0.29,1.51,4.7,4,7.5,0
589.102,-0.063,1.215,-0.29,1.5,5,4,7.5,0
589.136,-0.063,1.206,-0.289,1.48,5,4,7.5,0
589.17,-0.063,1.191,-0.29,1.46,4.7,4,7.5,0
589.204,-0.063,1.181,-0.29,1.44,4.3,4,7.5,0
589.239,-0.063,1.166,-0.289,1.42,4.3,4,7.5,0
589.273,-0.063,1.157,-0.289,1.4,4.3,4,7.5,0
589.307,-0.063,1.145,-0.29,1.39,4.7,4,7.5,0
589.341,-0.064,1.139,-0.29,1.38,5,4,7.5,0
589.375,-0.064,1.133,-0.29,1.36,5,4,7.5,0
589.409,-0.064,1.129,-0.29,1.35,5,4,7.5,0
589.444,-0.064,1.123,-0.29,1.34,4.7,4,7.4,0
589.478,-0.064,1.119,-0.29,1.33,5,4,7.4,0
589.512,-0.064,1.113,-0.289,1.32,5,4,7.5,0
589.546,-0.064,1.109,-0.288,1.32,4.7,4,7.5,0
589.58,-0.064,1.105,-0.288,1.31,4.7,4,7.5,0
589.614,-0.064,1.102,-0.288,1.31,4.7,4,7.4,0
589.649,-0.064,1.098,-0.289,1.3,4.7,3.9,7.4,0
589.683,-0.064,1.096,-0.289,1.3,4.7,3.9,7.4,0
589.717,-0.064,1.094,-0.289,1.3,4.7,3.9,7.4,0
589.751,-0.064,1.094,-0.289,1.3,4.7,4,7.4,0
589.785,-0.064,1.094,-0.289,1.3,4.7,3.9,7.4,0
589.819,-0.064,1.093,-0.288,1.3,4.3,3.9,7.4,0
589.854,-0.064,1.094,-0.289,1.3,4.3,3.9,7.4,0
589.888,-0.064,1.095,-0.29,1.3,5,3.9,7.4,0
589.922,-0.064,1.094,-0.29,1.3,5,3.9,7.4,0
589.956,-0.064,1.094,-0.29,1.3,5,3.9,7.4,0
589.99,-0.064,1.086,-0.289,1.29,5,3.9,7.4,0
590.024,-0.064,1.08,-0.288,1.27,5,3.9,7.4,0
590.059,-0.064,1.058,-0.288,1.25,5,3.9,7.4,0
590.093,-0.065,1.042,-0.287,1.21,4.7,4,7.4,0
590.127,-0.065,0.979,-0.288,1.16,4,4,7.4,0
590.161,-0.066,0.937,-0.288,1.05,3.6,3.9,7.4,0
590.195,-0.068,0.666,-0.29,0.82,3.6,3.9,7.2,0
590.229,-0.07,0.474,-0.29,0.56,3.6,3.8,7,0
590.264,-0.071,0.307,-0.29,0.37,3.2,3.7,6.6,0
590.298,-0.072,0.195,-0.29,0.24,3.2,3.4,6,0
590.332,-0.073,0.114,-0.29,0.15,2.9,2.9,4.9,0
590.366,-0.073,0.087,-0.29,0.1,3.2,2.3,3.4,0
590.4,-0.074,0.087,-0.29,0.08,2.9,1.7,2,0
590.435,-0.074,0.085,-0.29,0.07,2.2,1.4,1.1,0
590.469,-0.074,0.083,-0.291,0.07,2.2,1.4,1.1,0
590.503,-0.074,0.083,-0.293,0.07,2.2,1.4,1.1,0
590.537,-0.074,0.083,-0.29,0.07,2.2,1.4,1.1,0
590.571,-0.074,0.083,-0.289,0.07,2.2,1.4,1.2,0
590.605,-0.074,0.082,-0.289,0.07,2.2,1.5,1.1,0
590.64,-0.074,0.085,-0.288,0.07,2.2,1.4,1.2,0
590.674,-0.074,0.087,-0.289,0.07,2.2,1.4,1.2,0
590.708,-0.074,0.089,-0.289,0.07,2.2,1.4,1.2,0
590.742,-0.074,0.09,-0.288,0.07,2.2,1.4,1.2,0
590.776,-0.074,0.09,-0.288,0.08,2.2,1.4,1.2,0
590.81,-0.074,0.089,-0.289,0.08,2.2,1.4,1.2,0
590.845,-0.074,0.089,-0.29,0.07,2.2,1.4,1.2,0
590.879,-0.074,0.089,-0.29,0.07,2.2,1.4,1.2,0
590.913,-0.074,0.09,-0.29,0.07,2.2,1.4,1.2,0
590.947,-0.074,0.09,-0.29,0.07,2.2,1.4,1.2,0
590.981,-0.074,0.09,-0.29,0.07,2.2,1.5,1.2,0
591.015,-0.074,0.09,-0.29,0.07,2.2,1.5,1.1,0
591.05,-0.074,0.09,-0.289,0.07,2.2,1.5,1.2,0
591.084,-0.074,0.092,-0.288,0.08,2.2,1.5,1.2,0
591.118,-0.074,0.09,-0.287,0.07,2.2,1.5,1.2,0
591.152,-0.074,0.089,-0.288,0.07,2.2,1.5,1.2,0
591.186,-0.074,0.087,-0.288,0.07,2.2,1.5,1.2,0
591.22,-0.074,0.087,-0.288,0.07,2.2,1.5,1.2,0
591.255,-0.074,0.085,-0.289,0.07,2.2,1.5,1.2,0
591.289,-0.074,0.085,-0.288,0.07,2.2,1.5,1.3,0
591.323,-0.074,0.083,-0.288,0.07,2.2,1.5,1.3,0
591.357,-0.074,0.083,-0.288,0.07,2.2,1.5,1.3,0
591.391,-0.074,0.085,-0.288,0.08,2.5,1.9,2.1,0
591.425,-0.073,0.117,-0.289,0.14,2.9,2.9,4.5,0
591.46,-0.072,0.232,-0.289,0.24,3.2,3.4,6,0
591.494,-0.071,0.34,-0.29,0.36,3.6,3.6,6.8,0
591.528,-0.07,0.438,-0.29,0.47,3.6,3.8,7.1,0
591.562,-0.07,0.562,-0.29,0.58,3.6,3.8,7.3,0
591.596,-0.069,0.645,-0.29,0.67,3.6,3.9,7.4,0
591.63,-0.068,0.727,-0.29,0.74,3.6,3.9,7.5,0
591.665,-0.068,0.778,-0.29,0.82,4,3.9,7.6,0
591.699,-0.067,0.836,-0.29,0.88,4,3.9,7.6,0
591.733,-0.066,0.874,-0.29,0.94,4,3.9,7.7,0
591.767,-0.066,0.921,-0.289,1,5,4,7.7,0
591.801,-0.065,0.952,-0.288,1.06,4.7,4,7.7,0
591.835,-0.065,0.987,-0.289,1.12,4.7,4,7.8,0
591.87,-0.065,1.011,-0.29,1.17,4.3,4,7.8,0
591.904,-0.064,1.029,-0.289,1.21,4.7,4,7.8,0
591.938,-0.064,1.041,-0.289,1.24,4.7,4,7.8,0
591.972,-0.064,1.053,-0.288,1.26,4.7,4,7.8,0
592.006,-0.064,1.061,-0.288,1.27,4.7,4,7.8,0
592.04,-0.064,1.068,-0.289,1.29,4.7,4,7.8,0
592.075,-0.064,1.072,-0.289,1.3,4.7,4,7.8,0
592.109,-0.063,1.075,-0.288,1.31,4.7,4,7.8,0
592.143,-0.063,1.077,-0.287,1.31,4.7,4,7.8,0
592.177,-0.063,1.08,-0.288,1.31,4.7,4,7.8,0
592.211,-0.063,1.083,-0.289,1.31,4.7,4,7.8,0
592.246,-0.063,1.078,-0.289,1.3,4.7,4,7.8,0
592.28,-0.063,1.076,-0.289,1.29,4.7,4,7.8,0
592.314,-0.064,1.072,-0.289,1.28,4.7,4,7.8,0
592.348,-0.064,1.069,-0.288,1.27,4.7,4,7.8,0
592.382,-0.064,1.063,-0.289,1.27,4.7,4,7.8,0
592.416,-0.064,1.06,-0.29,1.26,4.7,4,7.8,0
592.451,-0.064,1.058,-0.289,1.26,4.7,4,7.8,0
592.485,-0.064,1.058,-0.288,1.27,4.7,4,7.8,0
592.519,-0.063,1.061,-0.289,1.28,4.7,4,7.8,0
592.553,-0.063,1.063,-0.289,1.28,4.7,4,7.8,0
592.587,-0.063,1.064,-0.29,1.29,4.7,4,7.8,0
592.621,-0.063,1.065,-0.291,1.29,4.3,4,7.8,0
592.656,-0.063,1.061,-0.29,1.29,4.3,4,7.8,0
592.69,-0.063,1.058,-0.29,1.29,4.3,4,7.8,0
592.724,-0.063,1.056,-0.29,1.29,4.7,4,7.8,0
592.758,-0.063,1.055,-0.291,1.29,4.7,4,7.8,0
592.792,-0.063,1.054,-0.29,1.29,4.7,4,7.8,0
592.826,-0.063,1.054,-0.29,1.29,4.7,4,7.8,0
592.861,-0.063,1.049,-0.289,1.29,4.7,4,7.8,0
592.895,-0.063,1.046,-0.288,1.29,4.7,4,7.8,0
592.929,-0.063,1.044,-0.289,1.29,4.3,4,7.8,0
592.963,-0.063,1.042,-0.29,1.3,4.3,4,7.8,0
592.997,-0.063,1.039,-0.29,1.3,4.3,4,7.8,0
593.031,-0.063,1.036,-0.29,1.3,4.3,4,7.8,0
593.066,-0.063,1.034,-0.29,1.3,4.7,4,7.8,0
593.1,-0.063,1.032,-0.29,1.29,5,4,7.8,0
593.134,-0.063,1.02,-0.289,1.27,5,4,7.8,0
593.168,-0.063,1.012,-0.288,1.24,5,4,7.8,0
593.202,-0.064,0.974,-0.289,1.18,4.7,4,7.8,0
593.236,-0.065,0.949,-0.29,1.05,4,4,7.7,0
593.271,-0.067,0.682,-0.29,0.82,4,3.9,7.6,0
593.305,-0.069,0.491,-0.29,0.54,3.6,3.8,7.3,0
593.339,-0.071,0.319,-0.29,0.35,3.6,3.6,6.8,0
593.373,-0.072,0.205,-0.29,0.22,3.2,3.3,6,0
593.407,-0.073,0.124,-0.291,0.15,3.2,2.9,4.9,0
593.441,-0.073,0.083,-0.291,0.11,2.9,2.4,3.5,0
593.476,-0.073,0.085,-0.292,0.08,2.5,1.8,2,0
593.51,-0.074,0.085,-0.292,0.07,2.5,1.5,1.2,0
593.544,-0.074,0.087,-0.29,0.07,2.2,1.5,1.1,0
593.578,-0.074,0.089,-0.29,0.07,2.2,1.5,1,0
593.612,-0.074,0.089,-0.29,0.07,2.2,1.5,1,0
593.646,-0.074,0.089,-0.29,0.07,2.2,1.5,1,0
