Time1,AbsTime1,MaxPressure1,Force1,ContactArea1,Time2,AbsTime2,MaxPressure2,Force2,ContactArea2,Time3,AbsTime3,MaxPressure3,Force3,ContactArea3,Time4,AbsTime4,MaxPressure4,Force4,ContactArea4,Time5,AbsTime5,MaxPressure5,Force5,ContactArea5,Time6,AbsTime6,MaxPressure6,Force6,ContactArea6,Time7,AbsTime7,MaxPressure7,Force7,ContactArea7,Time8,AbsTime8,MaxPressure8,Force8,ContactArea8,Time9,AbsTime9,MaxPressure9,Force9,ContactArea9
,,,,,9.264,588.35,0.087,0.07,2.2,,,,,,21.264,617.601,0.601,1.32,9.4,27.264,631.713,0.078,0.07,2.9,33.264,640.837,0.1,0.19,6.1,39.264,657.068,0.226,1.91,27.4,45.264,680.852,0.681,7.51,50.8,51.264,698.245,2.118,45.12,83.9
,,,,,9.298,588.384,0.087,0.07,2.2,,,,,,21.298,617.635,0.601,1.32,9.4,27.298,631.747,0.08,0.07,2.5,33.298,640.871,0.077,0.12,4.7,39.298,657.102,0.225,1.9,27.4,45.298,680.887,0.681,7.49,50.8,51.298,698.279,2.118,45.15,84.2
,,,,,,,,,,,,,,,21.332,617.669,0.597,1.31,9.7,27.332,631.781,0.075,0.07,2.5,33.332,640.906,0.077,0.08,2.9,39.332,657.136,0.225,1.88,27.4,45.332,680.921,0.681,7.47,50.8,51.332,698.313,2.119,45.22,84.2
,,,,,,,,,,,,,,,21.366,617.703,0.595,1.31,9.7,27.366,631.815,0.073,0.07,2.5,33.366,640.94,0.082,0.07,1.8,39.366,657.171,0.225,1.87,27.4,45.366,680.955,0.681,7.47,50.8,51.366,698.347,2.121,45.3,84.2
,,,,,,,,,,,,,,,21.4,617.737,0.587,1.29,9.4,27.4,631.85,0.075,0.07,2.5,33.4,640.974,0.083,0.07,1.8,39.4,657.205,0.225,1.87,27,45.4,680.989,0.68,7.46,51.1,51.4,698.382,2.121,45.38,84.2
,,,,,,,,,,,,,,,21.434,617.772,0.582,1.26,9.7,,,,,,33.434,641.008,0.085,0.07,1.8,39.434,657.239,0.225,1.86,27,45.434,681.023,0.679,7.45,50.4,51.434,698.416,2.116,45.38,84.2
,,,,,,,,,,,,,,,21.468,617.806,0.552,1.19,9.7,,,,,,33.468,641.042,0.087,0.07,1.8,39.468,657.273,0.226,1.85,27,45.468,681.057,0.678,7.43,51.1,51.468,698.45,2.114,45.32,83.9
,,,,,,,,,,,,,,,21.502,617.84,0.531,1.05,9,,,,,,33.502,641.076,0.089,0.07,1.8,39.502,657.307,0.227,1.84,26.6,45.502,681.092,0.677,7.41,51.1,51.502,698.484,2.108,45.24,83.9
,,,,,,,,,,,,,,,21.536,617.874,0.401,0.82,8.6,,,,,,33.536,641.111,0.089,0.06,2.2,39.536,657.341,0.228,1.84,26.6,45.536,681.126,0.677,7.37,50.8,51.536,698.518,2.105,45.16,83.9
,,,,,,,,,,,,,,,21.57,617.908,0.315,0.54,7.6,,,,,,33.57,641.145,0.09,0.06,2.2,39.57,657.376,0.229,1.83,27,45.57,681.16,0.677,7.31,50.8,51.57,698.552,2.096,45.11,83.5
,,,,,,,,,,,,,,,21.604,617.942,0.192,0.31,6.1,,,,,,33.604,641.179,0.09,0.06,2.5,39.604,657.41,0.23,1.83,27,45.604,681.194,0.666,7.18,50.4,51.604,698.587,2.1,45.04,83.1
,,,,,,,,,,,,,,,21.638,617.977,0.11,0.18,5,,,,,,33.638,641.213,0.092,0.06,2.2,39.638,657.444,0.23,1.84,27.4,45.638,681.228,0.658,6.95,50,51.638,698.621,2.098,44.87,83.9
,,,,,,,,,,,,,,,21.672,618.011,0.094,0.11,4,,,,,,33.672,641.247,0.092,0.07,2.2,39.672,657.478,0.231,1.84,27.4,45.672,681.262,0.616,6.56,49,51.672,698.655,2.097,44.58,83.5
,,,,,,,,,,,,,,,21.706,618.045,0.094,0.08,2.9,,,,,,,,,,,39.706,657.512,0.232,1.84,27.4,45.706,681.297,0.589,5.96,45.7,51.706,698.689,2.092,44.23,83.5
,,,,,,,,,,,,,,,21.74,618.079,0.095,0.07,2.5,,,,,,,,,,,39.74,657.546,0.231,1.84,27,45.74,681.331,0.5,5.13,45.4,51.74,698.723,2.088,43.93,83.5
,,,,,,,,,,,,,,,21.774,618.113,0.095,0.08,2.5,,,,,,,,,,,39.774,657.581,0.23,1.84,27,45.774,681.365,0.439,4.15,42.1,51.774,698.757,2.083,43.72,83.5
,,,,,,,,,,,,,,,21.808,618.147,0.095,0.08,2.5,,,,,,,,,,,39.808,657.615,0.23,1.84,27,45.808,681.399,0.33,3.19,36.4,51.808,698.792,2.08,43.62,83.5
,,,,,,,,,,,,,,,21.842,618.182,0.094,0.08,2.5,,,,,,,,,,,39.842,657.649,0.231,1.84,27,45.842,681.433,0.332,2.34,32.8,51.842,698.826,2.082,43.61,83.9
,,,,,,,,,,,,,,,21.876,618.216,0.092,0.08,2.2,,,,,,,,,,,39.876,657.683,0.231,1.83,27,45.876,681.467,0.294,1.6,27.4,51.876,698.86,2.083,43.62,83.9
,,,,,,,,,,,,,,,21.91,618.25,0.092,0.08,2.2,,,,,,,,,,,39.91,657.717,0.231,1.83,27,45.91,681.502,0.209,1.03,19.4,51.91,698.894,2.084,43.62,83.1
,,,,,,,,,,,,,,,21.944,618.284,0.092,0.08,2.2,,,,,,,,,,,39.944,657.751,0.23,1.82,27,45.944,681.536,0.123,0.63,15.8,51.944,698.928,2.085,43.59,83.9
,,,,,,,,,,,,,,,21.978,618.318,0.092,0.08,2.2,,,,,,,,,,,39.978,657.786,0.23,1.82,26.6,45.978,681.57,0.096,0.41,11.5,51.978,698.962,2.092,43.57,83.9
,,,,,,,,,,,,,,,22.012,618.352,0.092,0.08,2.2,,,,,,,,,,,40.012,657.82,0.229,1.81,26.6,46.012,681.604,0.083,0.29,9.7,52.012,698.997,2.096,43.57,83.9
,,,,,,,,,,,,,,,22.046,618.387,0.092,0.08,2.2,,,,,,,,,,,40.046,657.854,0.228,1.8,27,46.046,681.638,0.073,0.23,7.9,52.046,699.031,2.1,43.6,83.9
,,,,,,,,,,,,,,,22.08,618.421,0.092,0.08,2.5,,,,,,,,,,,40.08,657.888,0.229,1.8,27,46.08,681.672,0.071,0.21,7.2,52.08,699.065,2.103,43.67,83.9
,,,,,,,,,,,,,,,22.114,618.455,0.094,0.08,2.5,,,,,,,,,,,40.114,657.922,0.229,1.8,27,46.114,681.707,0.071,0.19,6.1,52.114,699.099,2.106,43.72,83.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.148,657.956,0.23,1.8,26.6,46.148,681.741,0.072,0.18,6.1,52.148,699.133,2.108,43.78,83.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.182,657.991,0.23,1.8,26.6,46.182,681.775,0.073,0.18,5.8,52.182,699.167,2.112,43.82,83.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.216,658.025,0.23,1.8,26.6,46.216,681.809,0.073,0.18,5.8,52.216,699.202,2.115,43.74,83.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,658.059,0.23,1.78,26.3,46.25,681.843,0.075,0.17,5.8,52.25,699.236,2.123,43.48,83.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.284,658.093,0.228,1.76,26.3,46.284,681.877,0.075,0.17,5,52.284,699.27,2.128,42.82,83.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.318,658.127,0.226,1.7,25.2,46.318,681.912,0.077,0.17,5.4,52.318,699.304,2.103,41.34,83.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.352,658.161,0.219,1.59,24.1,46.352,681.946,0.077,0.17,5.4,52.352,699.338,2.086,38.51,83.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.386,658.196,0.214,1.42,22.7,46.386,681.98,0.077,0.17,5.4,52.386,699.372,1.775,34.04,83.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.42,658.23,0.197,1.22,20.9,46.42,682.014,0.078,0.17,5,52.42,699.407,1.567,28.24,83.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.454,658.264,0.186,1.02,19.8,46.454,682.048,0.08,0.16,5,52.454,699.441,1.054,21.9,78.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.488,658.298,0.158,0.79,17.3,46.488,682.082,0.08,0.16,5,52.488,699.475,0.846,15.91,74.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.522,658.332,0.14,0.58,14.4,46.522,682.117,0.082,0.16,5.4,52.522,699.509,0.613,10.83,63.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.556,658.366,0.116,0.42,10.8,46.556,682.151,0.083,0.16,4.7,52.556,699.543,0.462,7.07,56.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59,658.401,0.102,0.29,9,46.59,682.185,0.085,0.16,4.7,52.59,699.577,0.347,4.53,48.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.624,658.435,0.087,0.21,7.2,46.624,682.219,0.082,0.16,4.7,52.624,699.612,0.27,2.92,41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.658,658.469,0.078,0.16,6.1,,,,,,52.658,699.646,0.215,1.95,33.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.692,658.503,0.08,0.14,5.4,,,,,,52.692,699.68,0.182,1.35,28.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.726,658.537,0.08,0.12,4.7,,,,,,52.726,699.714,0.16,0.99,24.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.76,658.571,0.082,0.12,4,,,,,,52.76,699.748,0.143,0.75,21.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.794,658.606,0.082,0.11,4.3,,,,,,52.794,699.783,0.132,0.6,19.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.828,658.64,0.083,0.11,4.3,,,,,,52.828,699.817,0.125,0.51,15.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.862,658.674,0.085,0.11,4,,,,,,52.862,699.851,0.118,0.46,14.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.896,658.708,0.083,0.11,4,,,,,,52.896,699.885,0.114,0.42,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.93,658.742,0.083,0.11,4,,,,,,52.93,699.919,0.111,0.4,12.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.964,658.777,0.083,0.1,4,,,,,,52.964,699.953,0.109,0.38,11.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.998,658.811,0.083,0.1,4,,,,,,52.998,699.988,0.107,0.37,10.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.032,658.845,0.082,0.1,3.2,,,,,,53.032,700.022,0.106,0.36,10.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.066,658.879,0.082,0.1,3.6,,,,,,53.066,700.056,0.102,0.35,9.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1,658.913,0.082,0.1,3.6,,,,,,53.1,700.09,0.1,0.34,9.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.134,700.124,0.101,0.34,9.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.168,700.158,0.101,0.33,9.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.202,700.193,0.1,0.33,9.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.236,700.227,0.099,0.32,8.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.27,700.261,0.098,0.32,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.304,700.295,0.098,0.31,8.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.338,700.329,0.097,0.3,7.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.372,700.363,0.095,0.3,7.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.406,700.398,0.095,0.3,7.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.44,700.432,0.094,0.29,7.6
